"scaffold_name","GeneID","TranscriptID","Feature","Contig","Start","Stop","Strand","Name","Product","Alias.Synonyms","EC_number","BUSCO","PFAM","InterPro","EggNog","COG","GO.Terms","Secreted","Membrane","Protease","CAZyme","Notes","begin","end","pos.mean","pos.begin","pos.end","pos.scaffold","window","variable","value","analysis","i.begin","i.end"
"CCBN010000002.1","gene-BN980_GECA02s08931g","gene-BN980_GECA02s08931g-T1","mRNA","CCBN010000002.1",2010204,2011226,"+","MNN9","Golgi mannosyltransferase complex subunit",NA,"2.4.1.232","EOG09342BPI","PF03452","IPR029044 Nucleotide-diphospho-sugar transferases","ENOG503NUK3","G:(G) Carbohydrate transport and metabolism","",NA,NA,"","GT62","",2010204,2011226,2008.7505,2005.001,2012.5,2,917,"Cheese_1",1.15942028985507e-05,"pi",2005001,2012500
"CCBN010000002.1","gene-BN980_GECA02s08942g","gene-BN980_GECA02s08942g-T1","mRNA","CCBN010000002.1",2011736,2013391,"+","TUP1_1","proteinral transcription repressor",NA,"","","PF00400;PF08581","IPR001680 WD40 repeat;IPR013890 Transcriptional repressor Tup1, N-terminal;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR019775 WD40 repeat, conserved site;IPR020472 G-protein beta WD-40 repeat;IPR036322 WD40-repeat-containing domain superfamily","ENOG503NUUI","S:(S) Function unknown","GO_function: GO:0005515 - protein binding [Evidence IEA]",NA,NA,"","","",2011736,2013391,2008.7505,2005.001,2012.5,2,917,"Cheese_1",1.15942028985507e-05,"pi",2005001,2012500
"CCBN010000002.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023.7505,2020.001,2027.5,2,920,"Cheese_1",1.15942028985507e-05,"pi",2020001,2027500
"CCBN010000002.1","gene-BN980_GECA02s01275g","gene-BN980_GECA02s01275g-T1","mRNA","CCBN010000002.1",297886,301109,"-","ARO80","zinc finger transcriptional activator",NA,"","","PF00172","IPR001138 Zn(2)-C6 fungal-type DNA-binding domain;IPR007219 Transcription factor domain, fungi;IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily","ENOG503NZS1","K:(K) Transcription","GO_function: GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_function: GO:0003677 - DNA binding [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA];GO_process: GO:0006351 - transcription, DNA-templated [Evidence IEA]",NA,NA,"","","",297886,301109,303.7505,300.001,307.5,2,576,"Cheese_3",0.000100142384947877,"pi",300001,307500
"CCBN010000002.1","gene-BN980_GECA02s01286g","gene-BN980_GECA02s01286g-T1","mRNA","CCBN010000002.1",301426,302886,"-","NFS1","cysteine desulfurase",NA,"2.8.1.7","EOG09341U1X","PF00266","IPR000192 Aminotransferase class V domain;IPR010240 Cysteine desulfurase IscS;IPR015421 Pyridoxal phosphate-dependent transferase, major domain;IPR015422 Pyridoxal phosphate-dependent transferase, small domain;IPR015424 Pyridoxal phosphate-dependent transferase;IPR020578 Aminotransferase class-V, pyridoxal-phosphate binding site","ENOG503NUA7","E:(E) Amino acid transport and metabolism","GO_function: GO:0030170 - pyridoxal phosphate binding [Evidence IEA];GO_function: GO:0031071 - cysteine desulfurase activity [Evidence IEA];GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_process: GO:0044571 - [2Fe-2S] cluster assembly [Evidence IEA]",NA,NA,"","","",301426,302886,303.7505,300.001,307.5,2,576,"Cheese_3",0.000100142384947877,"pi",300001,307500
"CCBN010000002.1","gene-BN980_GECA02s01297g","gene-BN980_GECA02s01297g-T1","mRNA","CCBN010000002.1",303095,304198,"-","DCC1","Ctf8p and Ctf18p associating protein",NA,"","","PF09724","IPR019128 Sister chromatid cohesion protein Dcc1","ENOG503P0VG","D:(D) Cell cycle control, cell division, chromosome partitioning","GO_component: GO:0031390 - Ctf18 RFC-like complex [Evidence IEA];GO_process: GO:0007064 - mitotic sister chromatid cohesion [Evidence IEA]",NA,NA,"","","",303095,304198,303.7505,300.001,307.5,2,576,"Cheese_3",0.000100142384947877,"pi",300001,307500
"CCBN010000002.1","gene-BN980_GECA02s01308g","gene-BN980_GECA02s01308g-T1","mRNA","CCBN010000002.1",304426,306390,"-","","Conserved hypothetical protein. Putative ubiquitin hydrolase family protein",NA,"","","PF00443;PF13423","IPR028881 PAN2 domain;IPR028889 Ubiquitin specific protease domain;IPR038765 Papain-like cysteine peptidase superfamily","ENOG503Q3MG","O:(O) Posttranslational modification, protein turnover, chaperones","",NA,NA,"","","",304426,306390,303.7505,300.001,307.5,2,576,"Cheese_3",0.000100142384947877,"pi",300001,307500
"CCBN010000002.1","gene-BN980_GECA02s01319g","gene-BN980_GECA02s01319g-T1","mRNA","CCBN010000002.1",306833,307204,"-","ATG8","ubiquitin-like protein atg8",NA,"","EOG09344G0Q","PF02991;PF04110","IPR004241 Autophagy protein Atg8 ubiquitin-like;IPR029071 Ubiquitin-like domain superfamily","ENOG503Q0YP","Z:(Z) Cytoskeleton","",NA,NA,"","","",306833,307204,303.7505,300.001,307.5,2,576,"Cheese_3",0.000100142384947877,"pi",300001,307500
"CCBN010000002.1","gene-BN980_GECA02s01308g","gene-BN980_GECA02s01308g-T1","mRNA","CCBN010000002.1",304426,306390,"-","","Conserved hypothetical protein. Putative ubiquitin hydrolase family protein",NA,"","","PF00443;PF13423","IPR028881 PAN2 domain;IPR028889 Ubiquitin specific protease domain;IPR038765 Papain-like cysteine peptidase superfamily","ENOG503Q3MG","O:(O) Posttranslational modification, protein turnover, chaperones","",NA,NA,"","","",304426,306390,308.7505,305.001,312.5,2,577,"Cheese_3",8.11594202898551e-05,"pi",305001,312500
"CCBN010000002.1","gene-BN980_GECA02s01319g","gene-BN980_GECA02s01319g-T1","mRNA","CCBN010000002.1",306833,307204,"-","ATG8","ubiquitin-like protein atg8",NA,"","EOG09344G0Q","PF02991;PF04110","IPR004241 Autophagy protein Atg8 ubiquitin-like;IPR029071 Ubiquitin-like domain superfamily","ENOG503Q0YP","Z:(Z) Cytoskeleton","",NA,NA,"","","",306833,307204,308.7505,305.001,312.5,2,577,"Cheese_3",8.11594202898551e-05,"pi",305001,312500
"CCBN010000002.1","gene-BN980_GECA02s01330g","gene-BN980_GECA02s01330g-T1","mRNA","CCBN010000002.1",307857,309299,"+","","hypothetical protein",NA,"","","PF05653","IPR008521 Magnesium transporter NIPA","ENOG503NWMB","U:(U) Intracellular trafficking, secretion, and vesicular transport","GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0015095 - magnesium ion transmembrane transporter activity [Evidence IEA];GO_process: GO:0015693 - magnesium ion transport [Evidence IEA]",NA,NA,"","","",307857,309299,308.7505,305.001,312.5,2,577,"Cheese_3",8.11594202898551e-05,"pi",305001,312500
"CCBN010000002.1","gene-BN980_GECA02s01341g","gene-BN980_GECA02s01341g-T1","mRNA","CCBN010000002.1",309364,311409,"-","","Conserved hypothetical protein. Putative molybdenum cofactor biosynthesis protein",NA,"","","PF00994;PF03453;PF03454","IPR001453 MoaB/Mog domain;IPR005110 MoeA, N-terminal and linker domain;IPR005111 MoeA, C-terminal, domain IV;IPR036135 MoeA, N-terminal and linker domain superfamily;IPR036425 MoaB/Mog-like domain superfamily;IPR036688 MoeA, C-terminal, domain IV superfamily;IPR038987 Molybdopterin biosynthesis protein MoeA-like","ENOG503NU35","H:(H) Coenzyme transport and metabolism","GO_process: GO:0032324 - molybdopterin cofactor biosynthetic process [Evidence IEA]",NA,NA,"","","",309364,311409,308.7505,305.001,312.5,2,577,"Cheese_3",8.11594202898551e-05,"pi",305001,312500
"CCBN010000002.1","gene-BN980_GECA02s01352g","gene-BN980_GECA02s01352g-T1","mRNA","CCBN010000002.1",312241,315001,"+","STE11","ATP binding",NA,"2.7.11.25","","PF00069;PF00536;PF07647;PF07714;PF14847","IPR000719 Protein kinase domain;IPR001660 Sterile alpha motif domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR013761 Sterile alpha motif/pointed domain superfamily;IPR017441 Protein kinase, ATP binding site;IPR029458 Ras-binding domain of Byr2","ENOG503NURD","T:(T) Signal transduction mechanisms","GO_function: GO:0005515 - protein binding [Evidence IEA];GO_function: GO:0004672 - protein kinase activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_process: GO:0006468 - protein phosphorylation [Evidence IEA]",NA,NA,"","","",312241,315001,308.7505,305.001,312.5,2,577,"Cheese_3",8.11594202898551e-05,"pi",305001,312500
"CCBN010000002.1","gene-BN980_GECA02s01352g","gene-BN980_GECA02s01352g-T1","mRNA","CCBN010000002.1",312241,315001,"+","STE11","ATP binding",NA,"2.7.11.25","","PF00069;PF00536;PF07647;PF07714;PF14847","IPR000719 Protein kinase domain;IPR001660 Sterile alpha motif domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR013761 Sterile alpha motif/pointed domain superfamily;IPR017441 Protein kinase, ATP binding site;IPR029458 Ras-binding domain of Byr2","ENOG503NURD","T:(T) Signal transduction mechanisms","GO_function: GO:0005515 - protein binding [Evidence IEA];GO_function: GO:0004672 - protein kinase activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_process: GO:0006468 - protein phosphorylation [Evidence IEA]",NA,NA,"","","",312241,315001,318.7505,315.001,322.5,2,579,"Cheese_3",8.59903381642512e-05,"pi",315001,322500
"CCBN010000002.1","gene-BN980_GECA02s01363g","gene-BN980_GECA02s01363g-T1","mRNA","CCBN010000002.1",315227,317486,"-","","hypothetical protein",NA,"","","","","ENOG503P2YG","S:(S) Function unknown","",NA,NA,"","","",315227,317486,318.7505,315.001,322.5,2,579,"Cheese_3",8.59903381642512e-05,"pi",315001,322500
"CCBN010000002.1","gene-BN980_GECA02s01368r","gene-BN980_GECA02s01368r-T1","tRNA","CCBN010000002.1",318368,318458,"-","","tRNA-Phe",NA,"","","","","","","",NA,NA,"","","",318368,318458,318.7505,315.001,322.5,2,579,"Cheese_3",8.59903381642512e-05,"pi",315001,322500
"CCBN010000002.1","gene-BN980_GECA02s01374g","gene-BN980_GECA02s01374g-T1","mRNA","CCBN010000002.1",321103,322323,"+","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",321103,322323,318.7505,315.001,322.5,2,579,"Cheese_3",8.59903381642512e-05,"pi",315001,322500
"CCBN010000002.1","gene-BN980_GECA02s01374g","gene-BN980_GECA02s01374g-T1","mRNA","CCBN010000002.1",321103,322323,"+","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",321103,322323,323.7505,320.001,327.5,2,580,"Cheese_3",0.000114492753623188,"pi",320001,327500
"CCBN010000002.1","gene-BN980_GECA02s01396g","gene-BN980_GECA02s01396g-T1","mRNA","CCBN010000002.1",322586,325374,"-","","hypothetical protein",NA,"","","PF00488;PF05192","IPR000432 DNA mismatch repair protein MutS, C-terminal;IPR007696 DNA mismatch repair protein MutS, core;IPR017261 DNA mismatch repair protein MutS/MSH;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036187 DNA mismatch repair protein MutS, core domain superfamily;IPR045076 DNA mismatch repair MutS family","ENOG503NVR7","L:(L) Replication, recombination and repair","GO_function: GO:0030983 - mismatched DNA binding [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_process: GO:0006298 - mismatch repair [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YDL154W MSH5 Protein of the MutS family",322586,325374,323.7505,320.001,327.5,2,580,"Cheese_3",0.000114492753623188,"pi",320001,327500
"CCBN010000002.1","gene-BN980_GECA02s01423g","gene-BN980_GECA02s01423g-T1","mRNA","CCBN010000002.1",326110,326825,"+","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",326110,326825,323.7505,320.001,327.5,2,580,"Cheese_3",0.000114492753623188,"pi",320001,327500
"CCBN010000002.1","gene-BN980_GECA02s01429g","gene-BN980_GECA02s01429g-T1","mRNA","CCBN010000002.1",327317,327961,"+","","hypothetical protein",NA,"","","","IPR007201 Mei2-like, C-terminal RNA recognition motif","ENOG503NUPS","D:(D) Cell cycle control, cell division, chromosome partitioning","",NA,NA,"","","",327317,327961,323.7505,320.001,327.5,2,580,"Cheese_3",0.000114492753623188,"pi",320001,327500
"CCBN010000002.1","gene-BN980_GECA02s01484g","gene-BN980_GECA02s01484g-T1","mRNA","CCBN010000002.1",335324,338590,"-","npr3","Nitrogen permease regulator 3",NA,"","EOG09341OZB","PF03666","IPR005365 Nitrogen permease regulator 3","ENOG503NVP5","S:(S) Function unknown","GO_process: GO:0034198 - cellular response to amino acid starvation [Evidence IEA];GO_process: GO:0032007 - negative regulation of TOR signaling [Evidence IEA]",NA,NA,"","","",335324,338590,338.7505,335.001,342.5,2,583,"Cheese_3",0.000108695652173913,"pi",335001,342500
"CCBN010000002.1","gene-BN980_GECA02s01495g","gene-BN980_GECA02s01495g-T1","mRNA","CCBN010000002.1",339136,340197,"-","MAK32","Double-stranded RNA-containing particles stability",NA,"","","PF00294","IPR011611 Carbohydrate kinase PfkB;IPR029056 Ribokinase-like","ENOG503Q3MV","G:(G) Carbohydrate transport and metabolism","",NA,NA,"","","",339136,340197,338.7505,335.001,342.5,2,583,"Cheese_3",0.000108695652173913,"pi",335001,342500
"CCBN010000002.1","gene-BN980_GECA02s01506g","gene-BN980_GECA02s01506g-T1","mRNA","CCBN010000002.1",340731,341651,"+","SOL1","suppressor of los1-1",NA,"3.1.1.31","","PF01182","IPR005900 6-phosphogluconolactonase, DevB-type;IPR006148 Glucosamine/galactosamine-6-phosphate isomerase;IPR037171 NagB/RpiA transferase-like;IPR039104 6-Phosphogluconolactonase","ENOG503NY1P","G:(G) Carbohydrate transport and metabolism","GO_function: GO:0017057 - 6-phosphogluconolactonase activity [Evidence IEA];GO_process: GO:0005975 - carbohydrate metabolic process [Evidence IEA];GO_process: GO:0006098 - pentose-phosphate shunt [Evidence IEA]",NA,NA,"","","",340731,341651,338.7505,335.001,342.5,2,583,"Cheese_3",0.000108695652173913,"pi",335001,342500
"CCBN010000002.1","gene-BN980_GECA02s01517g","gene-BN980_GECA02s01517g-T1","mRNA","CCBN010000002.1",342361,345775,"-","PEX1","Peroxisome biosynthesis protein pex1",NA,"","EOG09340AP6","PF00004;PF09262;PF17862","IPR003593 AAA+ ATPase domain;IPR003959 ATPase, AAA-type, core;IPR003960 ATPase, AAA-type, conserved site;IPR009010 Aspartate decarboxylase-like domain superfamily;IPR015342 Peroxisome biogenesis factor 1, N-terminal, psi beta-barrel fold;IPR025653 Peroxisome biogenesis factor 1;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR029067 CDC48 domain 2-like superfamily;IPR041569 AAA ATPase, AAA+ lid domain","ENOG503NWW4","O:(O) Posttranslational modification, protein turnover, chaperones","GO_component: GO:0005778 - peroxisomal membrane [Evidence IEA];GO_component: GO:0005777 - peroxisome [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA];GO_process: GO:0006625 - protein targeting to peroxisome [Evidence IEA];GO_process: GO:0007031 - peroxisome organization [Evidence IEA]",NA,NA,"","","",342361,345775,338.7505,335.001,342.5,2,583,"Cheese_3",0.000108695652173913,"pi",335001,342500
"CCBN010000002.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.7505,460.001,467.5,2,608,"Cheese_3",3.23671497584541e-05,"pi",460001,467500
"CCBN010000002.1","gene-BN980_GECA02s02914g","gene-BN980_GECA02s02914g-T1","mRNA","CCBN010000002.1",654329,656707,"-","SYF1","pre-mRNA-splicing factor syf1",NA,"","EOG09341NLG","","IPR003107 HAT (Half-A-TPR) repeat;IPR008847 Suppressor of forked;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR045075 Pre-mRNA-splicing factor Syf1-like","ENOG503NU3E","A:(A) RNA processing and modification","GO_component: GO:0005634 - nucleus [Evidence IEA];GO_function: GO:0005515 - protein binding [Evidence IEA];GO_process: GO:0000398 - mRNA splicing, via spliceosome [Evidence IEA];GO_process: GO:0006397 - mRNA processing [Evidence IEA];GO_process: GO:0006396 - RNA processing [Evidence IEA]",NA,NA,"","","",654329,656707,658.7505,655.001,662.5,2,647,"Cheese_3",0.000102898550724638,"pi",655001,662500
"CCBN010000002.1","gene-BN980_GECA02s02925g","gene-BN980_GECA02s02925g-T1","mRNA","CCBN010000002.1",657021,657995,"+","VMA8","H(+)-transporting V1 sector ATPase subunit D",NA,"","EOG09343B7A","PF01813","IPR002699 ATPase, V1 complex, subunit D","ENOG503NUXA","C:(C) Energy production and conversion","GO_function: GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]",NA,NA,"","","",657021,657995,658.7505,655.001,662.5,2,647,"Cheese_3",0.000102898550724638,"pi",655001,662500
"CCBN010000002.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668.7505,665.001,672.5,2,649,"Cheese_3",6.08695652173913e-05,"pi",665001,672500
"CCBN010000002.1","gene-BN980_GECA02s03728g","gene-BN980_GECA02s03728g-T1","mRNA","CCBN010000002.1",839561,840286,"+","ISA1","Iron-sulfur assembly protein 1",NA,"","","PF01521","IPR000361 FeS cluster biogenesis;IPR016092 FeS cluster insertion protein;IPR017870 FeS cluster insertion, C-terminal, conserved site;IPR035903 HesB-like domain superfamily","ENOG503P2UB","P:(P) Inorganic ion transport and metabolism","GO_function: GO:0051536 - iron-sulfur cluster binding [Evidence IEA];GO_process: GO:0016226 - iron-sulfur cluster assembly [Evidence IEA]",NA,NA,"","","",839561,840286,843.7505,840.001,847.5,2,684,"Cheese_3",6.81159420289855e-05,"pi",840001,847500
"CCBN010000002.1","gene-BN980_GECA02s03750g","gene-BN980_GECA02s03750g-T1","mRNA","CCBN010000002.1",841714,844050,"-","CDC4_1","SCF ubiquitin ligase complex subunit cdc4",NA,"","","PF00400;PF00646;PF12937","IPR001680 WD40 repeat;IPR001810 F-box domain;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR019775 WD40 repeat, conserved site;IPR020472 G-protein beta WD-40 repeat;IPR036047 F-box-like domain superfamily;IPR036322 WD40-repeat-containing domain superfamily","ENOG503NYHA","S:(S) Function unknown","GO_function: GO:0005515 - protein binding [Evidence IEA]",NA,NA,"","","",841714,844050,843.7505,840.001,847.5,2,684,"Cheese_3",6.81159420289855e-05,"pi",840001,847500
"CCBN010000002.1","gene-BN980_GECA02s03761g","gene-BN980_GECA02s03761g-T1","mRNA","CCBN010000002.1",844958,845452,"+","YFH1","Mitochondrial matrix iron chaperone",NA,"1.16.3.1","EOG09344MN3","PF01491","IPR002908 Frataxin/CyaY;IPR017789 Frataxin;IPR020895 Frataxin conserved site;IPR036524 Frataxin/CyaY superfamily","ENOG503P5HA","P:(P) Inorganic ion transport and metabolism","GO_component: GO:0005739 - mitochondrion [Evidence IEA];GO_function: GO:0008199 - ferric iron binding [Evidence IEA];GO_function: GO:0004322 - ferroxidase activity [Evidence IEA];GO_process: GO:0016226 - iron-sulfur cluster assembly [Evidence IEA]",NA,NA,"","","",844958,845452,843.7505,840.001,847.5,2,684,"Cheese_3",6.81159420289855e-05,"pi",840001,847500
"CCBN010000002.1","gene-BN980_GECA02s03772g","gene-BN980_GECA02s03772g-T1","mRNA","CCBN010000002.1",846059,848152,"+","LAT1","pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase component (E2)",NA,"2.3.1.12","EOG09342EQS","PF00198;PF00364;PF02817","IPR000089 Biotin/lipoyl attachment;IPR001078 2-oxoacid dehydrogenase acyltransferase, catalytic domain;IPR003016 2-oxo acid dehydrogenase, lipoyl-binding site;IPR004167 Peripheral subunit-binding domain;IPR006257 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex;IPR011053 Single hybrid motif;IPR023213 Chloramphenicol acetyltransferase-like domain superfamily;IPR036625 E3-binding domain superfamily","ENOG503NVAH","I:(I) Lipid transport and metabolism","GO_component: GO:0045254 - pyruvate dehydrogenase complex [Evidence IEA];GO_function: GO:0016746 - acyltransferase activity [Evidence IEA];GO_function: GO:0004742 - dihydrolipoyllysine-residue acetyltransferase activity [Evidence IEA];GO_process: GO:0006090 - pyruvate metabolic process [Evidence IEA]",NA,NA,"","","",846059,848152,843.7505,840.001,847.5,2,684,"Cheese_3",6.81159420289855e-05,"pi",840001,847500
